,latlon,zip_code
17080,"40.6135053,-74.1794927",10314
17081,"40.5407503,-74.2242275",10309
17082,"40.5421592,-74.223887",10309
17083,"40.562561,-74.1973878",10314
17084,"40.6181615,-74.1623111",10314
17085,"40.6665318,-73.8062623",11420
17086,"40.7350021,-73.9206952",11377
17087,"40.6373676,-73.8792666",11236
17088,"40.7484934,-73.7285092",11426
17089,"40.888959,-73.8659164",10467
17090,"40.6259826,-73.8930616",11236
17091,"40.6814203,-73.8336698",11417
17092,"40.8547456,-73.923501",10033
17093,"40.8344128,-73.9498537",10031
17094,"40.6231624,-73.9176586",11234
17095,"40.8289179,-73.8384031",10465
17096,"40.739302,-73.8370288",11367
17097,"40.8154617,-73.8953205",10474
17098,"40.7108558,-73.8059844",11432
17099,"40.5648241,-74.1950819",10314
17100,"40.7008587,-73.8683652",11421
17101,"40.7079682,-73.8469509",11418
17102,"40.7380744,-73.9375483",11101
17103,"40.8093654,-73.9679589",10025
17104,"40.7326139,-73.92515",11101
17105,"40.6834989,-73.8958356",11385
17106,"40.7731502,-73.7841461",11360
17107,"40.5256207,-74.229412",10309
17108,"40.6285989,-73.9023877",11236
17109,"40.7319646,-73.9741129",10009
17110,"40.6458743,-73.8928383",11236
17111,"40.7858511,-73.7950842",11360
17112,"40.6075856,-74.140821",10314
17113,"40.8695146,-73.8261813",10475
17114,"40.8080922,-73.9688057",10025
17115,"40.855639,-73.8334588",10461
17116,"40.7816495,-73.8366945",11354
17117,"40.6413731,-73.877281",11239
17118,"40.7353127,-73.9188851",11377
17119,"40.8479109,-73.8711959",10460
17120,"40.6113906,-74.0364712",11209
17121,"40.8675447,-73.8753349",10458
17122,"40.6111614,-73.9204071",11234
17123,"40.7859079,-73.8002861",11357
17124,"40.7479752,-73.7599787",11364
17125,"40.7275228,-73.7587834",11427
17126,"40.7671891,-73.8998149",11377
17127,"40.6323716,-73.8831727",11236
17128,"40.828747,-73.835773",10465
17129,"40.7809998,-73.7700762",11360
17130,"40.7279455,-73.7523649",11427
17131,"40.786579,-73.8078133",11357
17132,"40.5795702,-74.1316898",10306
17133,"40.8092926,-73.9031183",10454
17134,"40.683321,-73.8064719",11420
17135,"40.7047032,-73.7864864",11433
17136,"40.6848568,-73.9780417",11217
17137,"40.6654811,-73.8168967",11420
17138,"40.7015064,-73.993283",11201
17139,"40.6103635,-74.1091528",10301
17140,"40.7262545,-73.9039008",11378
17141,"40.8100528,-73.9251435",10454
17142,"40.6617224,-74.0000957",11232
17143,"40.7080073,-73.8445745",11418
17144,"40.5954722,-73.9990038",11214
17145,"40.7135634,-73.7290149",11429
17146,"40.7385878,-73.8083781",11365
17147,"40.6513986,-74.0105739",11232
17148,"40.6089104,-74.0345129",11228
17149,"40.7661014,-73.9510849",10021
17150,"40.8436061,-73.9450945",10032
17151,"40.7504001,-73.8351223",11355
17152,"40.5753789,-74.1899764",10314
17153,"40.5940949,-74.1923831",10314
17154,"40.7657686,-73.9034678",11377
17155,"40.8278746,-73.9346535",10039
17156,"40.8579244,-73.8725621",10467
17157,"40.7192276,-73.7935033",11432
17158,"40.7324316,-73.8351155",11367
17159,"40.7037655,-74.006571",10005
17160,"40.7004098,-73.8155143",11418
17161,"40.7176783,-73.8171259",11367
17162,"40.9003426,-73.9058965",10471
17163,"40.7310857,-73.8344134",11367
17164,"40.792118,-73.9806224",10024
17165,"40.677673,-73.91359",11233
17166,"40.72194,-73.93972",11222
17167,"40.834415,-73.92854",10452
17168,"40.736176,-73.71372",11004
17169,"40.603348,-73.97236",11223
17170,"40.677242,-73.90563",11233
17171,"40.68454,-73.86753",11208
17172,"40.773045,-73.889435",11370
17173,"40.643894,-73.93826",11203
17174,"40.802486,-73.95679",10026
17175,"40.63961,-74.13",10302
17176,"40.839466,-73.9037",10457
17177,"40.59755,-74.14077",10314
17178,"40.612072,-74.146706",10314
17179,"40.600994,-74.135895",10314
17180,"40.76213,-73.80375",11358
17181,"40.874756,-73.87387",10467
17182,"40.7105,-73.9565",11211
17183,"40.591988,-74.16242",10314
17184,"40.70873,-73.807625",11435
17185,"40.650276,-73.932175",11203
17186,"40.69992,-73.76517",11412
17187,"40.661697,-73.75381",11413
17188,"40.687004,-73.82836",11419
17189,"40.6831,-73.95014",11216
17190,"40.8442,-73.89982",10457
17191,"40.63073,-74.01734",11209
17192,"40.63063,-74.00923",11219
17193,"40.872143,-73.8408",10469
17194,"40.689754,-73.91363",11221
17195,"40.680935,-73.891594",11207
17196,"40.559486,-74.12246",10306
17197,"40.77305,-73.92148",11102
17198,"40.608147,-74.139984",10314
17199,"40.700195,-73.79756",11433
17200,"40.751026,-73.71374",11004
17201,"40.60679,-73.97151",11223
17202,"40.73965,-73.746376",11364
17203,"40.86289,-73.85016",10469
17204,"40.579174,-74.11483",10306
17205,"40.70082,-73.957466",11249
17206,"40.905025,-73.84959",10470
17207,"40.659817,-73.73047",11422
17208,"40.750977,-73.70451",11040
17209,"40.69676,-73.984886",11201
17210,"40.666252,-73.86205",11208
17211,"40.57606,-74.16307",10314
17212,"40.596233,-73.938194",11229
17213,"40.761406,-73.80385",11358
17214,"40.720898,-73.86105",11374
17215,"40.682938,-73.86717",11208
17216,"40.64059,-74.02243",11220
17217,"40.663364,-73.76383",11413
17218,"40.668896,-73.72903",11422
17219,"40.604538,-73.98749",11214
17220,"40.82174,-73.89895",10459
17221,"40.604355,-74.01075",11214
17222,"40.699802,-73.773964",11433
17223,"40.756992,-73.72966",11362
17224,"40.692528,-73.79096",11433
17225,"40.691433,-73.89063",11385
17226,"40.673573,-73.857124",11417
17227,"40.695396,-73.81656",11419
17228,"40.56008,-74.17936",10312
17229,"40.665512,-73.926384",11213
17230,"40.6929,-73.928055",11221
17231,"40.693142,-73.922",11221
17232,"40.57803,-73.95692",11235
17233,"40.780853,-73.84599",11356
17234,"40.701706,-73.7324",11411
17235,"40.808903,-73.894875",10474
17236,"40.844902,-73.89011",10457
17237,"40.674744,-73.76368",11413
17238,"40.63969,-73.95321",11226
17239,"40.812035,-73.92855",10451
17240,"40.74026,-73.867325",11373
17241,"40.703835,-73.757416",11412
17242,"40.646683,-73.91695",11236
17243,"40.639988,-74.137665",10302
17244,"40.74026,-74.005875",10014
17245,"40.75663,-73.875145",11369
17246,"40.835777,-73.91647",10452
17247,"40.839985,-73.877426",10460
17248,"40.67994,-73.941216",11216
17249,"40.715813,-73.91212",11378
17250,"40.7105,-74.0031",10038
17251,"40.695633,-73.8514",11421
17252,"40.650684,-73.97373",11218
17253,"40.747868,-73.86564",11368
17254,"40.844593,-73.88167",10460
17255,"40.529263,-74.18986",10312
17256,"40.68657,-73.776146",11434
17257,"40.735126,-73.792",11365
17258,"40.86121,-73.82512",10475
17259,"40.771667,-73.9867",10023
17260,"40.686428,-73.935745",11221
17261,"40.60954,-74.14998",10314
17262,"40.878254,-73.850174",10469
17263,"40.57927,-73.95335",11235
17264,"40.68075,-73.742",11413
17265,"40.714214,-73.94773",11211
17266,"40.662247,-73.86671",11208
17267,"40.519306,-74.208824",10309
17268,"40.695488,-73.754654",11412
17269,"40.883633,-73.88517",10467
17270,"40.76616,-73.73618",11362
17271,"40.59369,-73.94164",11229
17272,"40.651676,-74.010635",11232
17273,"40.692886,-73.801605",11435
17274,"40.726048,-73.824005",11367
17275,"40.70163,-73.989685",11201
17276,"40.751404,-73.7037",11040
17277,"40.576805,-74.15918",10314
17278,"40.604435,-73.99485",11214
17279,"40.67502,-73.86133",11208
17280,"40.66016,-73.75579",11413
17281,"40.631924,-74.016495",11220
17282,"40.688625,-73.93618",11221
17283,"40.689724,-73.734856",11411
17284,"40.607147,-74.01157",11228
17285,"40.6818,-73.88978",11207
17286,"40.593475,-73.984634",11223
17287,"40.524,-74.186104",10312
17288,"40.720474,-74.00701",10013
17289,"40.722717,-74.004456",10013
17290,"40.69196,-73.79722",11433
17291,"40.820873,-73.94516",10030
17292,"40.636078,-74.136314",10302
17293,"40.73725,-73.91799",11377
17294,"40.701443,-73.74134",11411
17295,"40.732727,-73.97451",10009
17296,"40.690926,-73.92066",11221
17297,"40.73764,-73.93502",11101
17298,"40.636803,-74.15563",10303
17299,"40.75035,-73.81885",11355
17300,"40.86614,-73.92773",10034
17301,"40.872116,-73.88048",10467
17302,"40.644073,-73.935394",11203
17303,"40.588886,-73.965645",11235
17304,"40.62655,-74.16061",10303
17305,"40.640343,-73.94266",11203
17306,"40.87181,-73.85556",10469
17307,"40.834423,-73.879265",10472
17308,"40.63794,-74.1305",10302
17309,"40.741055,-73.99786",10011
17310,"40.790615,-73.83901",11356
17311,"40.756897,-73.893196",11370
17312,"40.66612,-73.82225",11420
17313,"40.53811,-74.17855",10312
17314,"40.89825,-73.85786",10466
17315,"40.679638,-73.91655",11233
17316,"40.603783,-73.74558",11691
17317,"40.665646,-73.855095",11414
17318,"40.673347,-73.81516",11420
17319,"40.586674,-74.15092",10314
17320,"40.682915,-73.94674",11216
17321,"40.755398,-73.77654",11361
17322,"40.537746,-74.21781",10309
17323,"40.67824,-73.7711",11434
17324,"40.64986,-74.01972",11232
17325,"40.7147,-73.98246",10002
17326,"40.60497,-74.1706",10314
17327,"40.892902,-73.843666",10466
17328,"40.770382,-73.792244",11358
17329,"40.60188,-74.16534",10314
17330,"40.690884,-73.912506",11221
17331,"40.704178,-73.89481",11385
17332,"40.836834,-73.921844",10452
17333,"40.6666,-73.736145",11422
17334,"40.706833,-73.78338",11433
17335,"40.726604,-74.01094",10013
17336,"40.854267,-73.869385",10462
17337,"40.583878,-73.97058",11223
17338,"40.821495,-73.9392",10030
17339,"40.65761,-73.76754",11434
17340,"40.643356,-73.89238",11236
17341,"40.768436,-73.98224",10019
17342,"40.81914,-73.9042",10456
17343,"40.726837,-73.890434",11378
17344,"40.722706,-73.95703",11249
17345,"40.630993,-73.90286",11236
17346,"40.862778,-73.907845",10453
17347,"40.67226,-73.87557",11208
17348,"40.857063,-73.854706",10461
17349,"40.619427,-73.947205",11210
17350,"40.574818,-74.118515",10306
17351,"40.667446,-73.78055",11434
17352,"40.690746,-73.827385",11419
17353,"40.697826,-73.899254",11385
17354,"40.724148,-73.74582",11428
17355,"40.58127,-74.153755",10314
17356,"40.86114,-73.91894",10034
17357,"40.657894,-73.887314",11207
17358,"40.714306,-73.94186",11211
17359,"40.742073,-73.974754",10016
17360,"40.747845,-73.980804",10016
17361,"40.703724,-73.93815",11206
17362,"40.65505,-74.00695",11232
17363,"40.802177,-73.969826",10025
17364,"40.682205,-73.96962",11238
17365,"40.66703,-73.94799",11225
17366,"40.662544,-73.96201",11225
17367,"40.863155,-73.90079",10468
17368,"40.869507,-73.856514",10469
17369,"40.742573,-73.81608",11355
17370,"40.844982,-73.88244",10460
17371,"40.634434,-73.96936",11218
17372,"40.825394,-73.883286",10472
17373,"40.865097,-73.895134",10468
17374,"40.72028,-73.86548",11379
17375,"40.759823,-73.96491",10022
17376,"40.674232,-73.8977",11207
17377,"40.82425,-73.9453",10031
17378,"40.653225,-73.889404",11207
17379,"40.803757,-73.939995",10035
17380,"40.666172,-73.73874",11422
17381,"40.653305,-73.9385",11203
17382,"40.693245,-73.9401",11221
17383,"40.755043,-73.76995",11361
17384,"40.726444,-73.90317",11378
17385,"40.813305,-73.919205",10454
17386,"40.744926,-73.97227",10016
17387,"40.720524,-73.95486",11249
17388,"40.65576,-73.89223",11207
17389,"40.72252,-73.81213",11367
17390,"40.693954,-73.96157",11205
17391,"40.656918,-73.76746",11434
17392,"40.652393,-73.954285",11226
17393,"40.81916,-73.95272",10031
17394,"40.700302,-73.74405",11411
17395,"40.765358,-73.74429",11362
17396,"40.645657,-73.96016",11226
17397,"40.6572,-73.97402",11218
17398,"40.730907,-73.954384",11222
17399,"40.71298,-73.958565",11211
17400,"40.733658,-74.004395",10014
17401,"40.612354,-74.00495",11228
17402,"40.693542,-73.92536",11221
17403,"40.860367,-73.90708",10468
17404,"40.85523,-73.93438",10040
17405,"40.686874,-73.79983",11435
17406,"40.66922,-73.76295",11434
17407,"40.821384,-73.95415",10031
17408,"40.756443,-73.92105",11101
17409,"40.825104,-73.91874",10451
17410,"40.903305,-73.84528",10466
17411,"40.547325,-74.2277",10309
17412,"40.698586,-73.893036",11385
17413,"40.71007,-73.732124",11429
17414,"40.63999,-73.9057",11236
17415,"40.87707,-73.84624",10469
17416,"40.73351,-73.87491",11373
17417,"40.874992,-73.844246",10469
17418,"40.60197,-74.128525",10314
17419,"40.688164,-73.73062",11411
17420,"40.688625,-73.91664",11221
17421,"40.873425,-73.90682",10463
17422,"40.70709,-73.86912",11385
17423,"40.865356,-73.87023",10467
17424,"40.720154,-73.99347",10002
17425,"40.73236,-73.92446",11378
17426,"40.68628,-73.96543",11238
17427,"40.874245,-73.87746",10467
17428,"40.665775,-73.77395",11434
17429,"40.65457,-73.93939",11203
17430,"40.69044,-73.84082",11418
17431,"40.66185,-73.91361",11212
17432,"40.665867,-73.88576",11207
17433,"40.67208,-73.895935",11207
17434,"40.70326,-73.9108",11385
17435,"40.79516,-73.9331",10035
17436,"40.81803,-73.89318",10459
17437,"40.795937,-73.9478",10029
17438,"40.736633,-73.95002",11222
17439,"40.84936,-73.83051",10461
17440,"40.804966,-73.923065",10454
17441,"40.678978,-73.90828",11233
17442,"40.83711,-73.913734",10456
17443,"40.661808,-73.88444",11207
17444,"40.621395,-73.951355",11210
17445,"40.685024,-73.98612",11217
17446,"40.70632,-73.75078",11412
17447,"40.567577,-74.12715",10306
17448,"40.834675,-73.88937",10460
17449,"40.544792,-74.17708",10312
17450,"40.71112,-73.778915",11423
17451,"40.683296,-73.95392",11216
17452,"40.81636,-73.91876",10455
17453,"40.730244,-74.00269",10014
17454,"40.678326,-73.729294",11422
17455,"40.6965,-73.83698",11418
17456,"40.686497,-73.838165",11416
17457,"40.671528,-73.81573",11420
17458,"40.604984,-74.14065",10314
17459,"40.728367,-74.00537",10014
17460,"40.71927,-73.87999",11379
17461,"40.78153,-73.96043",10128
17462,"40.577106,-74.112595",10306
17463,"40.75621,-73.93659",11101
17464,"40.899075,-73.89715",10471
17465,"40.841278,-73.86359",10462
17466,"40.617603,-73.94516",11210
17467,"40.63725,-73.9537",11210
17468,"40.80947,-73.93972",10035
17469,"40.88939,-73.83129",10466
17470,"40.818478,-73.94693",10030
17471,"40.88385,-73.88038",10467
17472,"40.670715,-73.91697",11233
17473,"40.6491,-73.94649",11226
17474,"40.776585,-73.798004",11357
17475,"40.611332,-74.009415",11228
17476,"40.666706,-73.78032",11434
17477,"40.66019,-73.90328",11212
17478,"40.670998,-73.90184",11207
17479,"40.663795,-73.992935",11215
17480,"40.7578,-73.92326",11106
17481,"40.775467,-73.91446",11105
17482,"40.676456,-73.89108",11207
17483,"40.807613,-73.92529",10454
17484,"40.661568,-73.90479",11212
17485,"40.645927,-74.01665",11220
17486,"40.722973,-74.01165",10013
17487,"40.692314,-73.85807",11421
17488,"40.67012,-73.72858",11422
17489,"40.772015,-73.98219",10023
17490,"40.729908,-73.94736",11222
17491,"40.71125,-73.95262",11211
17492,"40.710915,-73.76256",11423
17493,"40.816204,-73.91423",10455
17494,"40.501522,-74.24243",10307
17495,"40.841423,-73.92867",10452
17496,"40.62009,-74.14189",10302
17497,"40.77661,-73.92153",11102
17498,"40.642128,-73.96244",11226
17499,"40.718983,-73.80575",11432
17500,"40.654118,-73.96162",11226
17501,"40.660706,-73.84129",11414
17502,"40.73853,-73.879135",11373
17503,"40.666874,-73.77809",11434
17504,"40.81094,-73.95432",10027
17505,"40.834843,-73.85185",10462
17506,"40.677532,-73.88521",11208
17507,"40.673164,-73.90485",11212
17508,"40.583565,-73.94944",11235
17509,"40.586426,-73.92506",11229
17510,"40.674255,-73.89749",11207
17511,"40.654797,-73.93943",11203
17512,"40.66228,-73.98893",11215
17513,"40.65659,-73.98403",11232
17514,"40.78905,-73.97031",10024
17515,"40.721935,-73.87409",11379
17516,"40.7713,-73.983894",10023
17517,"40.760517,-73.79343",11358
17518,"40.589245,-73.94269",11235
17519,"40.79939,-73.94739",10026
17520,"40.725384,-73.951866",11222
17521,"40.70189,-73.7411",11411
17522,"40.647198,-73.91172",11236
17523,"40.679592,-73.761375",11434
17524,"40.67707,-73.88814",11207
17525,"40.60496,-73.965256",11223
17526,"40.842125,-73.86861",10460
17527,"40.50877,-74.222626",10309
17528,"40.770897,-73.98726",10023
17529,"40.88477,-73.90403",10463
17530,"40.505527,-74.23819",10307
17531,"40.60891,-74.17833",10314
17532,"40.718822,-73.961174",11249
17533,"40.68438,-73.94702",11216
17534,"40.546635,-74.16609",10312
17535,"40.673843,-73.84235",11417
17536,"40.650433,-73.957634",11226
17537,"40.892708,-73.84455",10466
17538,"40.71578,-73.94631",11211
17539,"40.67131,-73.99114",11215
17540,"40.691196,-73.85579",11421
17541,"40.695183,-73.817276",11419
17542,"40.870388,-73.8461",10469
17543,"40.675087,-73.72972",11422
17544,"40.835335,-73.90464",10456
17545,"40.747234,-73.97393",10016
17546,"40.597263,-73.95101",11229
17547,"40.765087,-73.83704",11354
17548,"40.612564,-73.98998",11204
17549,"40.54505,-74.21931",10309
17550,"40.874844,-73.85519",10469
17551,"40.56547,-74.18292",10312
17552,"40.85106,-73.88233",10460
17553,"40.678787,-73.84427",11417
17554,"40.747257,-73.76342",11364
17555,"40.672314,-73.8036",11420
17556,"40.76484,-73.79584",11358
17557,"40.68384,-73.802574",11436
17558,"40.654472,-73.945145",11203
17559,"40.68829,-73.9391",11221
17560,"40.883453,-73.87774",10467
17561,"40.65531,-73.97658",11218
17562,"40.6707,-73.77366",11434
17563,"40.607655,-74.01703",11228
17564,"40.680786,-73.91958",11233
17565,"40.66549,-73.91063",11212
17566,"40.696667,-73.92824",11221
17567,"40.64031,-73.90984",11236
17568,"40.69666,-73.93109",11221
17569,"40.643185,-73.94974",11226
17570,"40.678356,-73.78892",11434
17571,"40.61149,-74.14025",10314
17572,"40.80822,-73.9545",10027
17573,"40.76691,-73.93837",11106
17574,"40.809616,-73.85323",10473
17575,"40.88287,-73.85021",10466
17576,"40.658184,-73.94518",11203
17577,"40.510925,-74.23119",10307
17578,"40.68648,-73.844925",11416
17579,"40.678165,-73.746506",11413
17580,"40.602795,-73.94132",11229
17581,"40.70024,-73.7538",11412
17582,"40.6237,-74.113594",10310
17583,"40.646927,-73.88074",11239
17584,"40.59224,-74.160904",10314
17585,"40.75362,-73.898445",11377
17586,"40.597893,-73.945274",11229
17587,"40.67007,-73.89927",11207
17588,"40.68461,-73.79987",11436
17589,"40.69309,-73.94296",11206
17590,"40.608433,-74.140976",10314
17591,"40.680313,-73.86844",11208
17592,"40.741814,-73.770325",11364
17593,"40.868275,-73.8399",10469
17594,"40.61089,-74.10142",10301
17595,"40.706173,-73.85186",11418
17596,"40.681076,-73.8811",11208
17597,"40.883606,-73.91558",10463
17598,"40.669937,-73.90019",11207
17599,"40.59219,-74.087395",10305
17600,"40.620914,-73.9753",11230
17601,"40.68628,-73.88028",11208
17602,"40.69579,-73.967804",11205
17603,"40.679337,-73.94405",11216
17604,"40.72083,-73.93814",11222
17605,"40.828297,-73.95087",10031
17606,"40.7157,-73.98016",10002
17607,"40.69302,-73.91626",11221
17608,"40.610844,-74.1811",10314
17609,"40.62365,-74.020256",11209
17610,"40.717754,-73.75815",11423
17611,"40.521477,-74.19273",10309
17612,"40.69114,-73.80488",11435
17613,"40.86539,-73.88684",10458
17614,"40.65874,-73.98535",11215
17615,"40.691994,-73.76111",11412
17616,"40.717915,-73.783806",11432
17617,"40.71053,-73.75157",11429
17618,"40.683903,-73.82496",11419
17619,"40.78827,-73.81613",11357
17620,"40.666283,-73.78995",11436
17621,"40.884018,-73.91522",10463
17622,"40.738316,-73.89411",11377
17623,"40.783245,-73.81173",11357
17624,"40.598526,-73.95919",11229
17625,"40.75713,-73.87042",11369
17626,"40.769123,-73.93132",11102
17627,"40.633015,-74.01592",11220
17628,"40.888687,-73.84018",10466
17629,"40.685722,-73.85738",11416
17630,"40.656483,-73.92408",11203
17631,"40.67318,-73.78103",11434
17632,"40.803085,-73.91646",10454
17633,"40.692764,-73.94579",11206
17634,"40.60345,-74.009",11214
17635,"40.714363,-73.90962",11378
17636,"40.69212,-73.90661",11237
17637,"40.752945,-73.75201",11364
17638,"40.68332,-73.76529",11434
17639,"40.73293,-73.72044",11426
17640,"40.758427,-73.75626",11364
17641,"40.7146,-73.74023",11429
17642,"40.592518,-73.932625",11235
17643,"40.59515,-73.75321",11691
17644,"40.63957,-74.137665",10302
17645,"40.768898,-73.797165",11358
17646,"40.83706,-73.82586",10461
17647,"40.69242,-73.9028",11237
17648,"40.64342,-74.09557",10301
17649,"40.72009,-73.7827",11432
17650,"40.6604,-73.876915",11208
17651,"40.77304,-73.83052",11354
17652,"40.804695,-73.92239",10454
17653,"40.76537,-73.894684",11377
17654,"40.703655,-73.822464",11415
17655,"40.673298,-73.789894",11436
17656,"40.58153,-73.96195",11235
17657,"40.57725,-74.10298",10306
17658,"40.656105,-73.89912",11236
17659,"40.80674,-73.924446",10454
17660,"40.675793,-73.94438",11213
17661,"40.786118,-73.804085",11357
17662,"40.837517,-73.91479",10452
17663,"40.599903,-73.7616",11691
17664,"40.578995,-73.96491",11235
17665,"40.696007,-73.86204",11421
17666,"40.611122,-74.07899",10304
17667,"40.61732,-73.94408",11229
17668,"40.649303,-74.0203",11232
17669,"40.665245,-73.80204",11430
17670,"40.876583,-73.90266",10463
17671,"40.596004,-74.06788",10305
17672,"40.690647,-73.90805",11207
17673,"40.81593,-73.8917",10474
17674,"40.75428,-73.89751",11377
17675,"40.778336,-73.80343",11357
17676,"40.887085,-73.8348",10466
17677,"40.583607,-73.97142",11223
17678,"40.667934,-73.86133",11208
17679,"40.72275,-73.87296",11379
17680,"40.755882,-73.798",11358
17681,"40.684086,-73.85807",11416
17682,"40.586296,-74.162994",10314
17683,"40.72759,-73.758606",11427
17684,"40.61019,-74.03534",11209
17685,"40.86976,-73.841576",10469
17686,"40.65994,-73.95347",11225
17687,"40.655365,-73.974304",11218
17688,"40.733654,-73.77337",11366
17689,"40.703346,-73.72739",11429
17690,"40.67425,-73.88885",11207
17691,"40.602787,-74.12866",10314
17692,"40.846863,-73.90142",10457
17693,"40.690216,-73.907295",11207
17694,"40.67148,-73.898674",11207
17695,"40.786892,-73.80798",11357
17696,"40.75204,-73.92875",11101
17697,"40.601425,-74.14028",10314
17698,"40.74604,-73.82609",11355
17699,"40.837906,-73.82559",10461
17700,"40.605934,-74.000465",11214
17701,"40.590187,-73.95383",11235
17702,"40.53048,-74.190735",10312
17703,"40.531754,-74.217865",10309
17704,"40.71118,-73.74885",11429
17705,"40.696663,-73.726906",11411
17706,"40.671715,-73.97757",11215
17707,"40.74159,-73.86186",11368
17708,"40.886482,-73.804886",10803
17709,"40.817978,-73.806786",10465
17710,"40.786205,-73.834564",11356
17711,"40.76509,-73.82907",11354
17712,"40.62121,-74.16873",10314
17713,"40.76534,-73.894394",11377
17714,"40.77041,-73.93448",11102
17715,"40.88136,-73.88138",10467
17716,"40.678,-73.86015",11417
17717,"40.69218,-73.77122",11434
17718,"40.60481,-74.023964",11228
17719,"40.834354,-73.850174",10462
17720,"40.710163,-74.00426",10038
17721,"40.697525,-73.746826",11412
17722,"40.848793,-73.94358",10033
17723,"40.84097,-73.89918",10457
17724,"40.895267,-73.86157",10466
17725,"40.80886,-73.95213",10027
17726,"40.6495,-73.87001",11239
17727,"40.690266,-73.91546",11221
17728,"40.68787,-73.79747",11435
17729,"40.898563,-73.85866",10466
17730,"40.899628,-73.84435",10466
17731,"40.540607,-74.19025",10312
17732,"40.615475,-74.16505",10314
17733,"40.58274,-73.97858",11223
17734,"40.793606,-73.94952",10029
17735,"40.651226,-73.94096",11203
17736,"40.832294,-73.819565",10465
17737,"40.87308,-73.85938",10469
17738,"40.665836,-73.942535",11213
17739,"40.660355,-73.93521",11203
17740,"40.671864,-73.87834",11208
17741,"40.598198,-73.94249",11229
17742,"40.541553,-74.20989",10309
17743,"40.591034,-74.10127",10304
17744,"40.629864,-74.13533",10302
17745,"40.697395,-73.90728",11237
17746,"40.54535,-74.168594",10312
17747,"40.83096,-73.94947",10031
17748,"40.69009,-73.93648",11221
17749,"40.716015,-74.00883",10013
17750,"40.830803,-73.89974",10456
17751,"40.634766,-74.14577",10303
17752,"40.767235,-73.96454",10065
17753,"40.586945,-74.14613",10314
17754,"40.685936,-73.82594",11419
17755,"40.61531,-74.16377",10314
17756,"40.709244,-73.843285",11375
17757,"40.709316,-73.93301",11206
17758,"40.689503,-73.7861",11433
17759,"40.665554,-73.87859",11208
17760,"40.5365,-74.205",10309
17761,"40.619095,-73.93865",11234
17762,"40.69685,-73.96327",11205
17763,"40.67958,-73.73962",11413
17764,"40.831947,-73.89909",10456
17765,"40.68979,-73.75202",11412
17766,"40.65556,-73.86294",11239
17767,"40.834034,-73.89528",10460
17768,"40.68081,-73.8849",11208
17769,"40.6734,-73.8946",11207
17770,"40.677372,-73.86731",11208
17771,"40.670143,-73.91088",11212
17772,"40.616283,-74.026115",11209
17773,"40.585514,-73.93971",11235
17774,"40.583847,-74.15854",10314
17775,"40.705868,-73.87641",11385
17776,"40.70602,-73.91867",11237
17777,"40.684734,-73.950455",11216
17778,"40.655704,-73.88016",11207
17779,"40.87898,-73.87401",10467
17780,"40.86219,-73.8717",10467
17781,"40.82552,-73.92341",10451
17782,"40.644024,-73.967636",11218
17783,"40.590332,-73.9084",11234
17784,"40.714592,-73.93877",11211
17785,"40.75619,-73.746414",11362
17786,"40.693306,-73.95311",11205
17787,"40.78129,-73.82509",11357
17788,"40.610954,-74.00877",11228
17789,"40.757874,-73.74832",11364
17790,"40.761684,-73.760315",11361
17791,"40.761097,-73.76386",11361
17792,"40.64177,-74.024574",11220
17793,"40.631344,-73.89352",11236
17794,"40.599728,-73.76388",11691
17795,"40.686684,-73.95459",11216
17796,"40.613743,-74.11415",10310
17797,"40.69447,-73.78147",11433
17798,"40.87949,-73.8175",10475
17799,"40.828724,-73.90529",10456
17800,"40.770363,-73.78323",11361
17801,"40.840652,-73.83831",10461
17802,"40.68097,-73.771645",11434
17803,"40.68561,-73.92326",11233
17804,"40.679756,-73.816956",11420
17805,"40.722057,-73.80279",11366
17806,"40.745743,-73.73505",11364
17807,"40.68713,-73.97968",11217
17808,"40.745903,-73.76703",11364
17809,"40.588528,-73.9689",11223
17810,"40.69001,-73.79204",11433
17811,"40.62781,-74.16882",10303
17812,"40.722015,-73.98564",10002
17813,"40.615505,-73.993835",11204
17814,"40.838272,-73.901375",10457
17815,"40.71066,-73.954025",11211
17816,"40.669434,-73.895226",11207
17817,"40.82548,-73.86294",10473
17818,"40.769264,-73.924576",11102
17819,"40.76614,-73.83847",11354
17820,"40.591103,-74.19169",10314
17821,"40.8049,-73.83165",10465
17822,"40.742443,-73.980515",10016
17823,"40.632202,-74.088936",10301
17824,"40.75846,-73.85461",11368
17825,"40.84886,-73.93919",10033
17826,"40.63226,-73.90088",11236
17827,"40.835915,-73.8731",10472
17828,"40.810726,-73.92465",10454
17829,"40.607662,-74.159256",10314
17830,"40.684433,-74.00109",11231
17831,"40.63024,-74.139915",10302
17832,"40.712296,-73.83521",11375
17833,"40.588142,-74.166214",10314
17834,"40.746037,-73.885124",11373
17835,"40.69935,-73.832855",11418
17836,"40.827984,-73.84329",10473
17837,"40.64916,-73.94552",11203
17838,"40.609497,-74.12197",10314
17839,"40.680367,-73.80077",11436
17840,"40.83639,-73.88485",10460
17841,"40.8124,-73.92622",10451
17842,"40.815952,-73.91042",10455
17843,"40.851685,-73.94312",10033
17844,"40.66604,-73.95366",11225
17845,"40.850735,-73.902824",10457
17846,"40.64024,-74.13574",10302
17847,"40.697018,-73.9976",11201
17848,"40.61193,-74.14579",10314
